time,relativeAltitude,pressure
1610478924420488700,0,1017.064453125
1610478924520479700,0.031707763671875,1017.060546875
1610478924620471300,0.052845001220703125,1017.0576171875
1610478924720461600,0.052845001220703125,1017.05810546875
1610478924820450800,-0.021137237548828125,1017.066650390625
1610478924920439800,0,1017.064453125
1610478925020428800,0.052845001220703125,1017.0576171875
1610478925120417500,0.021137237548828125,1017.06201171875
1610478925220406000,-0.04227638244628906,1017.069580078125
1610478925320394000,-0.031707763671875,1017.068115234375
1610478925420382000,0.0052852630615234375,1017.0634765625
1610478925520370400,0.026422500610351562,1017.06103515625
1610478925619932200,-0.026422500610351562,1017.067138671875
1610478925719921200,-0.010568618774414062,1017.065185546875
1610478925819910000,0.0158538818359375,1017.062255859375
1610478925919898400,0.06869888305664062,1017.055908203125
1610478926019886800,0.07926750183105469,1017.0546875
1610478926119875300,0.11626052856445312,1017.05029296875
1610478926219863800,0.052845001220703125,1017.057861328125
1610478926319852000,0.021137237548828125,1017.061767578125
1610478926419840500,-0.036991119384765625,1017.06884765625
1610478926519828700,-0.09512138366699219,1017.07568359375
1610478926619817000,-0.1268291473388672,1017.079833984375
1610478926719805200,-0.2589435577392578,1017.09521484375
1610478926819793700,-0.14796829223632812,1017.082275390625
1610478926919782000,-0.18495941162109375,1017.0869140625
1610478927019770000,-0.2747955322265625,1017.097412109375
1610478927119758300,-0.45975494384765625,1017.119873046875
1610478927219746600,-0.5178871154785156,1017.126953125
1610478927319734500,-0.5178871154785156,1017.126953125
1610478927419722800,-0.4386177062988281,1017.116943359375
1610478927519710700,-0.3593482971191406,1017.107421875
1610478927619698700,-0.3593482971191406,1017.107421875
1610478927719686400,-0.23780441284179688,1017.0927734375
1610478927819674600,-0.11626052856445312,1017.078369140625
1610478927919662800,-0.11626052856445312,1017.078369140625
1610478928019651000,-0.07926750183105469,1017.073974609375
1610478928119639000,0.08983802795410156,1017.05322265625
1610478928219627300,0.08983802795410156,1017.05322265625
1610478928319615500,-0.0158538818359375,1017.06640625
1610478928419603700,-0.16910552978515625,1017.08447265625
1610478928519592000,-0.16910552978515625,1017.08447265625
1610478928619580200,-0.1268291473388672,1017.079833984375
1610478928719568000,-0.2853660583496094,1017.098876953125
1610478928819555800,-0.2853660583496094,1017.098876953125
1610478928919543800,-0.1796741485595703,1017.0859375
1610478929019531800,-0.11097526550292969,1017.077392578125
1610478929119519700,-0.11097526550292969,1017.077392578125
1610478929219507700,-0.13211441040039062,1017.080078125
1610478929319495700,-0.385772705078125,1017.11083984375
1610478929419483600,-0.385772705078125,1017.11083984375
1610478929519471600,-0.23780441284179688,1017.093017578125
1610478929619459600,-0.41219329833984375,1017.114013671875
1610478929719447600,-0.5178871154785156,1017.126953125
1610478929819435300,-0.2113819122314453,1017.08984375
1610478929919423500,-0.10040664672851562,1017.076171875
1610478930019411700,-0.14796829223632812,1017.08203125
1610478930119399700,-0.11626052856445312,1017.078125
1610478930219388000,-0.16910552978515625,1017.084716796875
1610478930319376100,-0.11097526550292969,1017.07763671875
1610478930419364400,0.11097526550292969,1017.05078125
1610478930519352600,0.1585369110107422,1017.044921875
1610478930619340500,0.052845001220703125,1017.057861328125
1610478930719328800,-0.15325164794921875,1017.082763671875
1610478930819316700,-0.20609664916992188,1017.0888671875
1610478930919304700,-0.031707763671875,1017.06787109375
1610478931019292700,-0.036991119384765625,1017.06884765625
1610478931119280600,-0.05813026428222656,1017.0712890625
1610478931219268600,0.036991119384765625,1017.059814453125
1610478931319256600,-0.026422500610351562,1017.067626953125
1610478931419244500,-0.18495941162109375,1017.0869140625
1610478931519232500,-0.15325164794921875,1017.08251953125
1610478931619220500,-0.10040664672851562,1017.076416015625
1610478931719208400,-0.1955280303955078,1017.087890625
1610478931819196400,-0.3593482971191406,1017.107666015625
1610478931919184400,-0.3276405334472656,1017.103515625
1610478932019172400,-0.19024276733398438,1017.087158203125
1610478932119160300,-0.2536582946777344,1017.094970703125
1610478932219148500,-0.2536582946777344,1017.0947265625
1610478932319136800,-0.322357177734375,1017.102783203125
1610478932419125000,-0.09512138366699219,1017.075927734375
1610478932519048200,0.031707763671875,1017.060302734375
1610478932619036400,0.2695121765136719,1017.031982421875
1610478932719024600,0.031707763671875,1017.060791015625
1610478932819012900,-0.13211441040039062,1017.080078125
1610478932919001000,-0.08455276489257812,1017.07470703125
1610478933018988800,-0.036991119384765625,1017.06884765625
1610478933118976800,0.2113819122314453,1017.0390625
1610478933218965000,0.2430896759033203,1017.034912109375
1610478933318953200,0.2430896759033203,1017.034912109375
1610478933418941400,0.021137237548828125,1017.061767578125
1610478933518929700,-0.16910552978515625,1017.084716796875
1610478933618918000,-0.16910552978515625,1017.084716796875
1610478933718906000,-0.06869888305664062,1017.072265625
1610478933818894300,0.11626052856445312,1017.050048828125
1610478933918882600,0.11626052856445312,1017.050048828125
1610478934018870800,0.1638202667236328,1017.04443359375
1610478934118858800,0.031707763671875,1017.060302734375
1610478934218847000,0.031707763671875,1017.060302734375
1610478934318835000,0.2113819122314453,1017.03857421875
1610478934418823200,-0.031707763671875,1017.068115234375
1610478934518811600,-0.031707763671875,1017.068115234375
1610478934618799600,-0.14796829223632812,1017.081787109375
1610478934718787800,-0.05813026428222656,1017.071533203125
1610478934818776000,-0.05813026428222656,1017.071533203125
1610478934918764300,0.0158538818359375,1017.0625
1610478935018752500,0.1585369110107422,1017.04541015625
1610478935118740500,0.1585369110107422,1017.04541015625
1610478935218728400,0.09512138366699219,1017.052734375
1610478935318716400,-0.14796829223632812,1017.081787109375
