time,qz,qy,qx,qw,roll,pitch,yaw
1610884692866999300,-0.24273699522018433,0.0016880000475794077,-0.0018530000234022737,0.970088005065918,0.002375459298491478,0.004414640832692385,0.49036839604377747
1610884692876999200,-0.251459002494812,0.007517999969422817,0.0023690001107752323,0.967835009098053,0.015744434669613838,-0.0008046648581512272,0.5083969235420227
1610884692886999300,-0.25089600682258606,0.01386599987745285,0.0064489999786019325,0.9678930044174194,0.030082663521170616,-0.005526063498109579,0.5073551535606384
1610884692896998700,-0.25088900327682495,0.01384699996560812,0.0064119999296963215,0.967894971370697,0.030027246102690697,-0.005464192479848862,0.5073392391204834
1610884692906998000,-0.25084400177001953,0.013826999813318253,0.0063749998807907104,0.9679070115089417,0.029969684779644012,-0.005404000170528889,0.5072448253631592
1610884692916997400,-0.25088199973106384,0.013805000111460686,0.00634999992325902,0.9678980112075806,0.02991475909948349,-0.005365478340536356,0.5073224902153015
1610884692926996200,-0.25082099437713623,0.013805000111460686,0.006372000090777874,0.9679139852523804,0.029925473034381866,-0.005409954581409693,0.5071973204612732
1610884692936995300,-0.2508400082588196,0.013826999813318253,0.006446999963372946,0.9679080247879028,0.030005821958184242,-0.0055435048416256905,0.5072392225265503
1610884692946994400,-0.2508310079574585,0.013857999816536903,0.006568000186234713,0.9679089784622192,0.03012653812766075,-0.0057624527253210545,0.5072247385978699
1610884692956993500,-0.25082600116729736,0.01387799996882677,0.006672999821603298,0.9679089784622192,0.030217939987778664,-0.005955822300165892,0.5072180032730103
1610884692966992600,-0.25082799792289734,0.01388499978929758,0.00672800000756979,0.9679080247879028,0.03025911934673786,-0.006058713886886835,0.5072240829467773
1610884692976991500,-0.2507860064506531,0.013880000449717045,0.006711000110954046,0.9679189920425415,0.03024064004421234,-0.0060296254232525826,0.5071367025375366
1610884692986990300,-0.2507680058479309,0.013837000355124474,0.00659599993377924,0.9679250121116638,0.030099544674158096,-0.0058291456662118435,0.5070953369140625
1610884692996989200,-0.2507379949092865,0.013788999989628792,0.006442000158131123,0.9679350256919861,0.02992914989590645,-0.005556051153689623,0.5070280432701111
1610884693006988000,-0.25071001052856445,0.013729999773204327,0.006291000172495842,0.9679440259933472,0.029738975688815117,-0.005294200498610735,0.506964921951294
1610884693016987100,-0.2506850063800812,0.013682999648153782,0.006182000041007996,0.9679520130157471,0.029593149200081825,-0.005107535514980555,0.5069094300270081
1610884693026986000,-0.250667005777359,0.013669000007212162,0.006173000205308199,0.9679570198059082,0.02956143394112587,-0.005097684916108847,0.5068719387054443
1610884693036985000,-0.25067099928855896,0.013673000037670135,0.006244000047445297,0.9679549932479858,0.029604807496070862,-0.0052329967729747295,0.5068823099136353
1610884693046984000,-0.25067201256752014,0.013678999617695808,0.00635599996894598,0.9679539799690247,0.029672622680664062,-0.005446773488074541,0.5068882703781128
1610884693056983000,-0.2506699860095978,0.01370800007134676,0.0064650001004338264,0.9679530262947083,0.02978343889117241,-0.0056432937271893024,0.506887674331665
1610884693066982100,-0.25067898631095886,0.013716000132262707,0.006521000061184168,0.9679499864578247,0.029827075079083443,-0.005747409537434578,0.506908118724823
1610884693076981000,-0.25067201256752014,0.013705000281333923,0.006500000134110451,0.9679530262947083,0.029795225709676743,-0.005712501239031553,0.5068933367729187
1610884693086980000,-0.250667005777359,0.012536000460386276,0.00571999978274107,0.9679750204086304,0.027140343561768532,-0.0047889286652207375,0.5068524479866028
1610884693096979200,-0.25064900517463684,0.011475999839603901,0.005009000189602375,0.9679960012435913,0.024731159210205078,-0.003944498486816883,0.5067901611328125
1610884693106978300,-0.2506279945373535,0.010538999922573566,0.004379000049084425,0.9680160284042358,0.02260088175535202,-0.0031951528508216143,0.5067275166511536
1610884693116977200,-0.25061801075935364,0.009689999744296074,0.003837000112980604,0.9680290222167969,0.020685188472270966,-0.0025716805830597878,0.5066914558410645
1610884693126976300,-0.2506049871444702,0.008933000266551971,0.0033740000799298286,0.9680420160293579,0.018987301737070084,-0.002055040095001459,0.5066532492637634
1610884693136975400,-0.25060099363327026,0.008264999836683273,0.0029750000685453415,0.9680500030517578,0.017493857070803642,-0.0016174640040844679,0.506635844707489
1610884693146974200,-0.2505820095539093,0.007662000134587288,0.002623999956995249,0.9680609703063965,0.0161503367125988,-0.0012404652079567313,0.5065895915031433
1610884693156973300,-0.25057798624038696,0.007120999973267317,0.0023089998867362738,0.9680669903755188,0.01494494080543518,-0.0009018016280606389,0.5065754652023315
1610884693166972200,-0.250560998916626,0.006639000028371811,0.002032000105828047,0.9680749773979187,0.013872827403247356,-0.0006073078257031739,0.5065357089042664
1610884693176971300,-0.250544011592865,0.0061969999223947525,0.0017790000420063734,0.9680830240249634,0.01289021410048008,-0.00033919699490070343,0.5064969062805176
1610884693186970000,-0.250544011592865,0.005803000181913376,0.0015510000521317124,0.9680860042572021,0.012013084255158901,-0.00009518885053694248,0.5064939856529236
1610884693196969000,-0.2505219876766205,0.005446999799460173,0.0013409999664872885,0.968093991279602,0.011218550615012646,0.00013275840319693089,0.5064458847045898
1610884693206967800,-0.2505120038986206,0.005121999885886908,0.0011370000429451466,0.9680989980697632,0.010487062856554985,0.0003647876437753439,0.5064232349395752
1610884693216966700,-0.25051000714302063,0.00482399994507432,0.0009250000002793968,0.9681010246276855,0.009803841821849346,0.0006259338115341961,0.5064169764518738
1610884693226965800,-0.2504960000514984,0.004542999900877476,0.0007300000288523734,0.9681059718132019,0.009162066504359245,0.0008625719929113984,0.5063863396644592
1610884693236964600,-0.25048699975013733,0.0042860000394284725,0.0005549999768845737,0.9681100249290466,0.008576789870858192,0.0010725727770477533,0.5063666105270386
1610884693246963500,-0.2504720091819763,0.0040790000930428505,0.0004079999926034361,0.968114972114563,0.008102362044155598,0.001253369147889316,0.5063347220420837
1610884693256962300,-0.250450998544693,0.003886000020429492,0.00030899999546818435,0.9681209921836853,0.007679097820073366,0.0013482067734003067,0.5062906742095947
1610884693266961200,-0.25044798851013184,0.0037249999586492777,0.00023299999884329736,0.9681220054626465,0.007329290732741356,0.001414693077094853,0.5062839984893799
1610884693276960000,-0.25044500827789307,0.0035810000263154507,0.00018200000340584666,0.9681239724159241,0.007024930790066719,0.0014412904856726527,0.5062779784202576
1610884693286958800,-0.25044700503349304,0.0034600000362843275,0.0001320000010309741,0.9681230187416077,0.006765588186681271,0.001477509387768805,0.5062815546989441
1610884693296957700,-0.25043800473213196,0.0033390000462532043,0.00004400000034365803,0.9681259989738464,0.00648723728954792,0.0015872307121753693,0.5062626600265503
1610884693306956800,-0.2504270076751709,0.003197999903932214,-0.00005999999848427251,0.9681299924850464,0.006162155885249376,0.0017179074930027127,0.5062398314476013
1610884693316955600,-0.2504110038280487,0.0030640000477433205,-0.00016999999934341758,0.9681339859962463,0.005847628694027662,0.0018636853201314807,0.5062061548233032
1610884693326954500,-0.2503870129585266,0.00292299990542233,-0.00030300000798888505,0.9681410193443298,0.005508057307451963,0.00205045728944242,0.5061564445495605
1610884693336953300,-0.2503800094127655,0.002788000041618943,-0.0004349999944679439,0.9681429862976074,0.005180570762604475,0.002238405169919133,0.5061415433883667
1610884693346952200,-0.25036999583244324,0.002678999910131097,-0.0005639999872073531,0.968146026134491,0.0049049430526793,0.0024335533380508423,0.5061206221580505
1610884693356951000,-0.25036001205444336,0.002572000026702881,-0.0006840000278316438,0.9681490063667297,0.004637698642909527,0.002612282754853368,0.5060998797416687
1610884693366949600,-0.250357985496521,0.0024979999288916588,-0.0007890000124461949,0.9681490063667297,0.004441839177161455,0.002778531052172184,0.506095290184021
1610884693376948500,-0.2503400146961212,0.0024560000747442245,-0.0008789999992586672,0.9681540131568909,0.004315506666898727,0.0029316889122128487,0.5060580968856812
1610884693386947000,-0.2503400146961212,0.002429000101983547,-0.000981000019237399,0.9681540131568909,0.004212158732116222,0.0031156751792877913,0.506057858467102
1610884693396946000,-0.25033700466156006,0.002420000033453107,-0.0010770000517368317,0.968155026435852,0.00414667883887887,0.003297043265774846,0.5060515999794006
1610884693406944500,-0.250324010848999,0.002400999888777733,-0.001164000015705824,0.9681580066680908,0.00406637554988265,0.0034559345804154873,0.5060244202613831
1610884693416943400,-0.2503269910812378,0.002372999908402562,-0.0012509999796748161,0.9681569933891296,0.003968590870499611,0.003610388608649373,0.5060303807258606
1610884693426942000,-0.25031501054763794,0.0023499999660998583,-0.001319000031799078,0.9681599736213684,0.003890057560056448,0.0037304952275007963,0.5060055255889893
1610884693436940800,-0.2503100037574768,0.0023219999857246876,-0.0013630000175908208,0.9681609869003296,0.0038138311356306076,0.003801655722782016,0.5059950351715088
1610884693446939600,-0.2502889931201935,0.0022960000205785036,-0.0014130000490695238,0.9681670069694519,0.003738543251529336,0.0038853769656270742,0.5059518814086914
1610884693456938200,-0.2502779960632324,0.002256999956443906,-0.0014720000326633453,0.9681699872016907,0.0036335375625640154,0.003980057779699564,0.5059292912483215
1610884693466937000,-0.25025200843811035,0.002237000036984682,-0.0015310000162571669,0.968176007270813,0.003565385239198804,0.004084193613380194,0.505875289440155
1610884693476935700,-0.25023800134658813,0.002219999907538295,-0.0015790000325068831,0.9681800007820129,0.003508505178615451,0.0041685812175273895,0.5058465600013733
1610884693486934500,-0.250216007232666,0.0020830000285059214,-0.0015539999585598707,0.9681860208511353,0.003255824325606227,0.0040515330620110035,0.5058016180992126
1610884693496933400,-0.2502630054950714,0.0017630000365898013,-0.0019099999917671084,0.9681739807128906,0.0024578049778938293,0.004580867942422628,0.5058997273445129
1610884693506932000,-0.2501800060272217,0.0028729999903589487,-0.0016060000052675605,0.968192994594574,0.0047597261145710945,0.004547386430203915,0.5057240128517151
1610884693516930800,-0.25014400482177734,0.001588999992236495,-0.001762000028975308,0.9682049751281738,0.0021954691037535667,0.004206924699246883,0.5056544542312622
1610884693526929400,-0.25014299154281616,0.0026779999025166035,-0.001976999919861555,0.9682019948959351,0.0041966927237808704,0.005168059375137091,0.5056474208831787
1610884693536928300,-0.25008800625801086,0.002142000012099743,-0.0016690000193193555,0.968218982219696,0.0033130927477031946,0.00430330540984869,0.5055369138717651
