time,z,y,x
1610479013799078400,9.670251846313477,1.4596022367477417,0.7253897786140442
1610479013809078300,9.667119026184082,1.4836138486862183,0.7183920741081238
1610479013819078000,9.662723541259766,1.5866680145263672,0.5335204005241394
1610479013829077200,9.661327362060547,1.6401000022888184,0.37312835454940796
1610479013839076600,9.660432815551758,1.64889395236969,0.35718563199043274
1610479013849076200,9.659565925598145,1.6559782028198242,0.34772366285324097
1610479013859075600,9.659045219421387,1.6596015691757202,0.34488019347190857
1610479013869075200,9.659255027770996,1.657767415046692,0.3478354513645172
1610479013879074600,9.660134315490723,1.6514995098114014,0.35317590832710266
1610479013889073700,9.661402702331543,1.64268159866333,0.35956040024757385
1610479013899073000,9.662627220153809,1.6335275173187256,0.3682393729686737
1610479013909072400,9.663473129272461,1.6262761354446411,0.37803715467453003
1610479013919071200,9.663622856140137,1.6231508255004883,0.38750025629997253
1610479013929070600,9.663118362426758,1.62359619140625,0.3980668783187866
1610479013939069400,9.662226676940918,1.6260079145431519,0.4097052812576294
1610479013949068800,9.661567687988281,1.6273095607757568,0.41994014382362366
1610479013959068000,9.661883354187012,1.6235063076019287,0.42733606696128845
1610479013969067000,9.663744926452637,1.6108824014663696,0.4329841136932373
1610479013979066000,9.667057991027832,1.5891015529632568,0.4394683241844177
1610479013989065500,9.671163558959961,1.5609519481658936,0.4499140977859497
1610479013999064600,9.675127029418945,1.5325735807418823,0.46208494901657104
1610479014009064000,9.677207946777344,1.5108327865600586,0.4892868399620056
1610479014019063000,9.677094459533691,1.4957636594772339,0.5356444120407104
1610479014029062100,9.674873352050781,1.4924604892730713,0.582892119884491
1610479014039061200,9.67061996459961,1.5040043592453003,0.6224642992019653
1610479014049060400,9.665233612060547,1.527369499206543,0.6486758589744568
1610479014059059500,9.659818649291992,1.5558441877365112,0.6615366339683533
1610479014069058600,9.65517807006836,1.5844777822494507,0.6613330245018005
1610479014079057700,9.651707649230957,1.6083530187606812,0.654299259185791
1610479014089056800,9.649298667907715,1.6242908239364624,0.650457501411438
1610479014099055900,9.647221565246582,1.6350613832473755,0.6542749404907227
1610479014109055000,9.644756317138672,1.6463258266448975,0.6623274683952332
1610479014119053800,9.641826629638672,1.661652684211731,0.6666833162307739
1610479014129053000,9.637639999389648,1.6856120824813843,0.6670777201652527
1610479014139051800,9.632043838500977,1.7197520732879639,0.6607218384742737
1610479014149051000,9.625188827514648,1.7622530460357666,0.6485213041305542
1610479014159049700,9.617258071899414,1.8094226121902466,0.636177122592926
1610479014169048600,9.608397483825684,1.859878420829773,0.6244440078735352
1610479014179047400,9.598579406738281,1.9137803316116333,0.6124513745307922
1610479014189046300,9.587464332580566,1.9722954034805298,0.6007993221282959
1610479014199045400,9.574542999267578,2.0378215312957764,0.5880376100540161
1610479014209044200,9.559805870056152,2.111940860748291,0.5658698081970215
1610479014219043000,9.543746948242188,2.1948652267456055,0.5194486975669861
1610479014229042000,9.525741577148438,2.287601947784424,0.4444083571434021
1610479014239040800,9.50404167175293,2.392223358154297,0.347628116607666
1610479014249039600,9.480406761169434,2.4959471225738525,0.25001323223114014
1610479014259038500,9.45532512664795,2.5959057807922363,0.16872677206993103
1610479014269037300,9.429923057556152,2.689818859100342,0.10871011018753052
1610479014279036200,9.405658721923828,2.7748167514801025,0.06595116853713989
