time,z,y,x
1610458182596400400,0.23145794868469238,-0.02869141846895218,-0.19777508080005646
1610458182606414600,0.19599516689777374,-0.019881311804056168,-0.23560650646686554
1610458182616428500,0.1983259618282318,-0.004248289857059717,-0.21366845071315765
1610458182626442500,0.24057316780090332,0.027285676449537277,-0.1488604098558426
1610458182636456400,0.34315627813339233,0.16683052480220795,-0.06816477328538895
1610458182646469600,0.5155732035636902,0.35092100501060486,0.010700762271881104
1610458182656483300,0.7049873471260071,0.39519765973091125,0.07975306361913681
1610458182666497500,0.8914270401000977,0.312330424785614,0.11900030076503754
1610458182676511500,1.042819857597351,0.15534508228302002,0.12664277851581573
1610458182686525700,1.0472161769866943,-0.1435001939535141,0.14399701356887817
1610458182696539400,0.9223406314849854,-0.32113808393478394,0.17005817592144012
1610458182706553300,0.7981262803077698,-0.18816661834716797,0.25758734345436096
1610458182716567600,0.7412052154541016,0.07008624076843262,0.45412543416023254
1610458182726580500,0.7424722909927368,0.38338786363601685,0.7123259902000427
1610458182736594400,0.7635320425033569,0.631951630115509,0.9762143492698669
1610458182746608400,0.7772521376609802,0.81605464220047,1.1949018239974976
1610458182756622600,0.5390832424163818,1.6907269954681396,1.202931523323059
1610458182766636500,0.3725128173828125,2.3245255947113037,1.198683261871338
1610458182776650500,0.26749396324157715,2.0936391353607178,1.323548674583435
1610458182786664400,0.28990858793258667,1.5670548677444458,1.5022213459014893
1610458182796677600,0.43281009793281555,1.1895347833633423,1.6886155605316162
1610458182806691300,0.6718095541000366,1.0755518674850464,1.8590340614318848
1610458182816705500,0.984477698802948,1.2748010158538818,1.9898900985717773
1610458182826719500,1.308576226234436,1.7282993793487549,2.0916450023651123
1610458182836733700,1.5809398889541626,2.18953800201416,2.228585720062256
1610458182846747400,1.7644774913787842,2.4785401821136475,2.434924840927124
1610458182856761300,1.8741240501403809,2.412757158279419,2.697852611541748
1610458182866775600,1.9831483364105225,2.143357753753662,2.9513349533081055
1610458182876788700,2.088961124420166,1.7984391450881958,3.174570083618164
1610458182886802400,2.205460786819458,1.5700286626815796,3.3883001804351807
1610458182896816400,2.336014986038208,1.4182358980178833,3.6553008556365967
1610458182906830600,2.553507089614868,1.7074743509292603,3.932295083999634
1610458182916844500,2.764057159423828,2.108184576034546,4.201862812042236
1610458182926858500,2.959195852279663,2.2512459754943848,4.394314765930176
1610458182936872400,3.184558868408203,2.2705609798431396,4.407225608825684
1610458182946885600,3.3838815689086914,2.230868101119995,4.216164588928223
1610458182956899300,3.34885311126709,1.9352385997772217,3.9718916416168213
1610458182966913500,3.1134252548217773,1.654820203781128,3.7793188095092773
1610458182976927500,2.889052152633667,1.582829475402832,3.649956464767456
1610458182986941700,2.823194742202759,1.5973669290542603,3.5664944648742676
1610458182996955400,2.8892316818237305,1.7549903392791748,3.4393532276153564
1610458183006969300,3.0054421424865723,2.047267436981201,3.2760226726531982
1610458183016982500,3.057389736175537,2.170213222503662,3.0796775817871094
1610458183026996700,3.1036386489868164,2.055447578430176,2.7926924228668213
1610458183037010400,3.149404764175415,1.6566392183303833,2.3986916542053223
1610458183047024400,3.0674314498901367,1.1393529176712036,2.0371687412261963
1610458183057038600,2.799954891204834,0.8307051062583923,1.8119126558303833
1610458183067052500,2.430953025817871,0.925536572933197,1.6705735921859741
1610458183077066500,2.0897555351257324,0.99090176820755,1.5775350332260132
1610458183087080400,1.8877843618392944,0.8858247995376587,1.515194058418274
1610458183097093600,1.7431570291519165,0.7668083906173706,1.4799522161483765
1610458183107107300,1.626219630241394,0.7459598183631897,1.4209160804748535
1610458183117121500,1.511511206626892,0.8666183352470398,1.3271856307983398
1610458183127135500,1.364174723625183,0.9634547829627991,1.2173691987991333
1610458183137149700,1.1819453239440918,0.8881871700286865,1.1222000122070312
1610458183147163400,0.9750311374664307,0.696263313293457,1.0476127862930298
1610458183157177300,0.766929566860199,0.44355514645576477,0.9848793148994446
1610458183167190500,0.5461888909339905,0.2510513961315155,0.9602737426757812
1610458183177204700,0.35708504915237427,-0.00009666522964835167,0.9899687767028809
1610458183187218400,0.19563324749469757,-0.21846337616443634,1.051444411277771
1610458183197232400,0.057054318487644196,-0.11358729749917984,0.7275608777999878
1610458183207246600,-0.06482605636119843,0.4564172923564911,-0.0788065567612648
1610458183217260500,-0.1784042865037918,0.8247553110122681,-0.563403844833374
1610458183227274500,-0.2730855345726013,0.6250149607658386,-0.5093327164649963
1610458183237288400,-0.38718733191490173,0.13080687820911407,-0.3066978454589844
1610458183247301600,-0.5026590824127197,-0.21663066744804382,-0.19866269826889038
1610458183257315300,-0.5474745035171509,-0.2078174650669098,-0.13629812002182007
1610458183267329500,-0.565412163734436,0.0059693679213523865,-0.07733386754989624
1610458183277343500,-0.5155820250511169,0.30072110891342163,0.029828540980815887
1610458183287357700,-0.4448786675930023,0.5473229885101318,0.1504567265510559
1610458183297371400,-0.36738336086273193,0.5788284540176392,0.2070600837469101
1610458183307385300,-0.3763618469238281,0.5379443764686584,0.20342165231704712
1610458183317398500,-0.46297475695610046,0.4907582104206085,0.16026699542999268
1610458183327412500,-0.5701378583908081,0.4288630783557892,0.12827706336975098
1610458183337426400,-0.655773401260376,0.3993659019470215,0.10450196266174316
1610458183347440400,-0.7337665557861328,0.4985896050930023,0.07335139811038971
1610458183357454600,-0.7642200589179993,0.6953803896903992,0.09327716380357742
1610458183367468500,-0.6023814678192139,0.7498623728752136,0.08025836944580078
1610458183377482500,-0.3885655701160431,0.7877823114395142,0.0974847599864006
1610458183387495400,-0.4624921679496765,0.558808445930481,0.04036968946456909
1610458183397509600,-0.6265535354614258,0.3108779788017273,-0.10269266366958618
1610458183407523300,-0.6991525888442993,0.08026167750358582,-0.20889431238174438
