time,altitude,speedAccuracy,bearingAccuracy,latitude,longitude,speed,bearing,horizontalAccuracy,verticalAccuracy
1610478740955194000,18.168302536010742,-1,-1,32.117881415678255,34.7871202997892,-1,-1,65,10
1610478748260141800,18.168302536010742,-1,-1,32.117881415678255,34.7871202997892,-1,-1,65,10
1610478748339478000,18.16795539855957,-1,-1,32.11789391114007,34.78704528203765,-1,-1,65,10
1610478749001430000,18.04842185974121,-1,-1,32.11796753499521,34.7869835643974,-1,-1,65,10
1610478750827729200,19.132561765345848,6.236849584517844,24.728970276912573,32.11808223679742,34.78709569471318,13.44381332397461,341.4945772560413,44.56814212839454,7.698808702353811
1610478751777735200,19.135960891048143,2.128754704478143,30.159547425834198,32.11799786717144,34.787108822086104,6.166909217834473,236.85463066417952,33.79037349910302,7.110791816610511
1610478752727742200,19.161697884622413,1.4912897862128482,33.80195256408563,32.117957177284474,34.78714600188414,1.0342702865600586,205.82162683002068,27.900854506231003,7.094877465616443
1610478753677750000,19.17046942770721,1.1199947192334094,36.44225383495211,32.11794606778125,34.78714989027921,0.8076581358909607,212.90220550638162,23.075704268044912,6.853822062972806
1610478754627758000,19.173262485659627,1.0411645529865172,38.188680609510165,32.11793662987248,34.787160583550616,0.8375168442726135,210.48915578264825,23.510882835396764,7.81207059211392
1610478755576909000,19.17175824326098,1.0416829019915301,39.889405643716,32.1179281859581,34.78715104290635,0.8473551273345947,216.57596554431254,19.036529805841123,6.7455410064196935
1610478756526919700,19.1733440320605,1.0270391570375423,41.29247272256098,32.117915479812936,34.78715316641474,0.8473551273345947,214.60177748158227,23.785152085126597,8.981941379199078
1610478757476915500,19.17633521504432,1.0183562412452714,42.626531643748294,32.11790413682617,34.78715643420564,0.8642364144325256,204.5222280648325,16.396184825819063,6.543012076672018
1610478758426917600,19.187458541675333,1.009675554192959,44.52176412367991,32.11789701579921,34.7871587216068,0.8642364144325256,201.42384367768466,16.296854757528074,6.779426260250798
1610478759376907800,19.18846007184024,0.9996021997650418,46.2762706203057,32.11788275309083,34.787164290172406,0.7334299683570862,199.39914387753183,22.594822814813337,9.896716694231023
1610478760326904600,19.190361559521676,0.999984073652758,48.81498107330773,32.11787487313191,34.787171104613186,0.7334299683570862,180.96337484720857,18.88287408777217,8.583659922642465
1610478761276891400,19.18283832186092,0.9677812826998512,52.999601458171206,32.11784931873276,34.78719056206601,0.7334299683570862,173.51237243218966,14.552966368393895,6.780617825776263
1610478762226885000,19.18283837195486,0.9677812827179119,52.999601458170844,32.11784307561317,34.78719139626755,0.7334299683570819,173.51237287570325,15.517216208349371,7.977269861201795
1610478763176867600,19.178142986260355,0.9505812132814404,55.49785411392418,32.117828895096785,34.78720195502951,0.7112533450126607,165.8169921113316,15.466354473420985,8.075438848606904
1610478764126857700,19.1768062338233,0.7849258939379065,54.33166286048965,32.11780995212847,34.78722040668802,0.7112533450126609,166.51416345824742,17.042187333111702,8.315233047593779
1610478765076835600,19.17338426876813,0.8758231099075318,57.01091109666757,32.11779269527402,34.78723657724092,0.6729712486267054,164.55369436951162,19.4329071204658,9.715658930862785
1610478766026823200,19.163585449568927,0.8769704203348356,59.06522514576519,32.11777468559586,34.78724514185497,0.6729712486267053,160.19046071418938,20.77773721165626,10.719475090506776
1610478767000800500,19.154911713674664,0.878218332328304,61.30606417492181,32.11775860482393,34.78725659001721,0.6021377444267247,174.95680810231607,24.418043507003862,12.89631708676249
