time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1610478755197000000,0,0,1.3333333730697632,12.371999740600586,0.05111822485923767,318.80645751953125,39.30000305175781,34.787243,32.1177633
1610478756882063000,180,0.9194918274879456,1.3333333730697632,13.246000289916992,0.6795400381088257,63.01136779785156,39.30000305175781,34.7872962,32.1177202
1610478757885661000,180,0.9677522778511047,1.3333333730697632,10.59000015258789,0.7488440275192261,52.43281555175781,39.30000305175781,34.7872975,32.1177197
1610478758360000000,0,0,1.3333333730697632,11.0649995803833,0.6302673816680908,1.654926061630249,39.30000305175781,34.7872944,32.1177232
1610478758928474600,0,0,1.3333333730697632,11.440999984741211,0.6752362251281738,343.656494140625,39.30000305175781,34.7872906,32.1177265
1610478759079000000,0,0,1.3333333730697632,11.598999977111816,0.7773141264915466,347.1487731933594,39.30000305175781,34.78729,32.1177281
1610478759659000000,0,0,1.3333333730697632,12.315999984741211,0.8581432104110718,344.5573425292969,39.30000305175781,34.7872874,32.1177321
1610478760359000000,0,0,1.3333333730697632,11.729000091552734,0.9363951683044434,340.8671569824219,39.30000305175781,34.7872844,32.1177353
1610478760919000000,0,0,1.3333333730697632,11.104999542236328,0.9518581628799438,338.9763488769531,39.30000305175781,34.7872823,32.1177383
1610478761579000000,0,0,1.3333333730697632,11.157999992370605,0.9931575059890747,336.3001708984375,39.30000305175781,34.7872806,32.1177416
1610478761922612200,0,0,4.540416717529297,11.621999740600586,1.0183751583099365,335.3738708496094,39.10000228881836,34.7872816,32.1177448
1610478762799000000,0,0,4.540416717529297,11.538999557495117,1.0342944860458374,335.01947021484375,39.10000228881836,34.7872809,32.1177535
1610478763439000000,0,0,4.540416717529297,11.78499984741211,1.0816696882247925,334.8211364746094,39.10000228881836,34.7872811,32.1177606
1610478763893049900,0,0,4.540416717529297,11.739999771118164,1.1120866537094116,335.14306640625,39.10000228881836,34.7872805,32.1177661
1610478764658000000,0,0,4.540416717529297,11.413999557495117,1.000736951828003,341.82110595703125,39.10000228881836,34.787282,32.1177735
1610478764899698400,0,0,4.540416717529297,11.321999549865723,0.9024669528007507,346.73040771484375,39.10000228881836,34.7872834,32.1177763
1610478765878000000,0,0,4.540416717529297,11.272000312805176,0.7614753842353821,351.91259765625,39.10000228881836,34.7872849,32.1177846
1610478766478000000,0,0,4.540416717529297,11.255000114440918,0.7059412002563477,353.68499755859375,39.10000228881836,34.7872856,32.1177903
1610478767078000000,0,0,4.540416717529297,11.46399974822998,0.7122164368629456,354.6885681152344,39.10000228881836,34.7872874,32.1177991
1610478767435708400,0,0,4.540416717529297,11.607999801635742,0.7646100521087646,354.393310546875,39.10000228881836,34.7872879,32.1178049
1610478768214000000,0,0,1.3333333730697632,11.795000076293945,0.8424314260482788,353.6867370605469,39.400001525878906,34.7872899,32.1178165
1610478768450067200,0,0,1.3333333730697632,11.800000190734863,0.8711832761764526,353.34906005859375,39.400001525878906,34.7872919,32.1178231
1610478769538000000,0,0,1.3333333730697632,11.732999801635742,0.900524377822876,353.04925537109375,39.400001525878906,34.7872932,32.1178359
1610478770137000000,0,0,1.3333333730697632,11.562999725341797,0.9525895118713379,353.0584716796875,39.400001525878906,34.7872953,32.1178458
1610478770448485600,0,0,1.3333333730697632,11.5,0.9773837924003601,353.58587646484375,39.400001525878906,34.7872964,32.117851
1610478770758000000,0,0,1.3333333730697632,11.447999954223633,0.9789297580718994,354.4396057128906,39.400001525878906,34.787298,32.1178562
1610478771378000000,0,0,1.3333333730697632,11.38700008392334,0.9808714985847473,354.94818115234375,39.400001525878906,34.7872991,32.117864
1610478772158000000,0,0,1.3333333730697632,11.187000274658203,1.0044246912002563,355.4864501953125,39.400001525878906,34.7873012,32.1178745
1610478772444057300,0,0,1.3333333730697632,11.104000091552734,1.0253486633300781,355.076416015625,39.400001525878906,34.787302,32.1178792
