time,yaw,qx,qz,roll,qw,qy,pitch
1610781476472815900,1.6839730072766772,0.011820442640261521,-0.7458715893127584,0.021809167541227352,-0.6659774992561607,-0.0031330169821898756,-0.011070867094712666
1610781476482827800,1.6839698415384676,0.011825158611136019,-0.7458704641172784,0.021823473250387856,-0.6659787037737646,-0.003138487067309176,-0.011069024030648142
1610781476492840000,1.6839723403677171,0.011829952854351086,-0.7458712181336852,0.021830726297824277,-0.6659777831334653,-0.0031385512824902047,-0.011075287834641503
1610781476502851800,1.6839729983172635,0.011831607545134402,-0.7458714076179277,0.02182866437823419,-0.6659775517772747,-0.0031351469144018183,-0.011082564033378954
1610781476512863700,1.6839786265957466,0.011831108679827031,-0.7458732855250337,0.021818780261761192,-0.6659754846536191,-0.003128261705714633,-0.01109211045263844
1610781476522876000,1.6839716575005323,0.011823436931406892,-0.7458710898952918,0.021811649210376517,-0.6659780149655391,-0.003131531414726932,-0.011077087145085306
1610781476532887800,1.68396360245232,0.011824148980424505,-0.7458683989243614,0.021823590291632146,-0.6659809431273932,-0.0031397323374591645,-0.011065887358200117
1610781476542899700,1.683969371375339,0.01183057019283973,-0.7458702178857451,0.021831215919159604,-0.6659788727206051,-0.003138239765899729,-0.011076606944416464
1610781476552912000,1.683971857967381,0.01183098135558771,-0.7458710318399407,0.02182077537119748,-0.6659779541536945,-0.0031299306415828814,-0.011089523615513555
1610781476562923800,1.6839630598130526,0.011824655762893273,-0.7458682078707907,0.02181418850665014,-0.6659812328420436,-0.003132108121077264,-0.011077944484635623
1610781476572936000,1.6839602152279944,0.011821165561489709,-0.7458673285031026,0.021825843503717496,-0.6659822689057813,-0.003144779591790605,-0.011054421758574202
1610781476582947800,1.6839611733848017,0.01182205860033728,-0.7458676442807809,0.021847103787220247,-0.6659818645330524,-0.003159736392041089,-0.011033286831907744
1610781476592958700,1.6839647370501352,0.011828379205372677,-0.7458687202238372,0.02185668451301613,-0.6659804191296168,-0.0031598346531868052,-0.011041518577185959
1610781476602970600,1.6839564799860183,0.01184007895159636,-0.745865781276841,0.021872499010736967,-0.665983574808737,-0.0031586351007399844,-0.011058985957815806
1610781476612982800,1.6839514695576332,0.011845360832908925,-0.7458640289335462,0.021882698867997843,-0.6659854698068826,-0.0031603964805400984,-0.01106344998752908
1610781476622994700,1.683947072419793,0.011836636110857014,-0.7458627047968407,0.021861975954923833,-0.6659871429949767,-0.0031546303885342506,-0.011060478134863539
1610781476633006800,1.6839449539834155,0.011831510179267746,-0.7458620797042218,0.021857304136825406,-0.6659878309658067,-0.003156874401054009,-0.011050322680842196
1610781476643018800,1.6839346807443891,0.011832842059353648,-0.7458586411386864,0.021879106101419334,-0.6659915026012918,-0.0031717933131857807,-0.011029949274056072
1610781476653031200,1.6839409246311567,0.011834638670123368,-0.7458607028902612,0.021885992898983762,-0.6659893238915957,-0.0031749242058038553,-0.011027607119705666
1610781476663043300,1.683934475515389,0.01183668033080688,-0.7458585167248354,0.02189164134114835,-0.6659916168804144,-0.0031769050039481975,-0.011027439932215315
1610781476673055200,1.6839323132384731,0.011830961332824344,-0.7458578852636506,0.02187520071819512,-0.665992425510198,-0.0031709777158921903,-0.01102868737363308
1610781476683067100,1.683925541097726,0.011827179278833859,-0.7458556887430746,0.021864212260117623,-0.6659949569100513,-0.0031669928914535295,-0.011029667811470809
1610781476693079300,1.6839196595808608,0.011823060316386365,-0.7458538027310062,0.021860550050440967,-0.6659972032546482,-0.003168881447519758,-0.011021428784122737
1610781476703091200,1.6839192236398695,0.011817844960602317,-0.7458537388868648,0.02185052456170734,-0.6659973188348861,-0.0031671991162761527,-0.011016994372717205
1610781476713103000,1.683908327243034,0.01182295719063438,-0.7458500392110429,0.021865405561016873,-0.6660015162338843,-0.00317268843431881,-0.011015738029874734
1610781476723115300,1.6838959566300828,0.011827046225751488,-0.745845847714807,0.021871858670764202,-0.6660060507417424,-0.0031730042739373616,-0.011020847668164874
1610781476733127200,1.6838867365314185,0.011834542057452251,-0.7458426559935885,0.021880807035772873,-0.6660095526817746,-0.003171363538106483,-0.01103338357280238
1610781476743138000,1.6838924024769317,0.011834796485348596,-0.7458445346668745,0.021871692601719783,-0.66600748462375,-0.003164212554191028,-0.011044329321057067
1610781476753150200,1.6838946073975816,0.01184091491379325,-0.74584516778017,0.021883952276087155,-0.6660066175347678,-0.0031665538026416917,-0.011048962483468611
1610781476763162000,1.6838877357423865,0.011831364669178434,-0.7458430303753378,0.02186342554767568,-0.6660091520103807,-0.003161870184283574,-0.011043301083097328
1610781476773174300,1.6838915210747256,0.011816797262589837,-0.7458445243868846,0.021834430078887683,-0.6660077229425215,-0.0031564045317671006,-0.011032006175109717
1610781476783186200,1.6838931333659224,0.011811672241257622,-0.745845148081401,0.02183274434797643,-0.6660070931201357,-0.003160873107279686,-0.011018494199805766
1610781476793198000,1.6838905322261186,0.011812623623113423,-0.7458442659674478,0.021823269583701895,-0.6660081889788191,-0.0031527047166051043,-0.011031978434596265
1610781476803210200,1.6838813178789185,0.011809166451269018,-0.7458412566513782,0.0218254293887511,-0.6660115810894809,-0.0031582368570049505,-0.011019219543449215
1610781476813222100,1.683879057964672,0.011809363452607581,-0.7458405085804374,0.021844987065293028,-0.6660123251447897,-0.0031727081018530973,-0.010997916480538838
1610781476823234000,1.6838744774133556,0.011818889907250682,-0.7458388255892621,0.021857152486242416,-0.6660140413959957,-0.0031711890886798747,-0.011012923987443388
1610781476833246200,1.683866009260606,0.011814935770939334,-0.7458360678499217,0.021852247549835217,-0.6660171451497728,-0.003171971226513379,-0.01100658072110531
1610781476843258000,1.6838661135304611,0.011805923514092858,-0.7458362503695889,0.021844436272742886,-0.6660170351801948,-0.003176201734585281,-0.0109882606910875
1610781476853270000,1.6838542150882918,0.011808684823203434,-0.7458322403583493,0.021841891872750464,-0.6660215174230935,-0.003171247642076988,-0.010999460701564804
1610781476863282200,1.683859864305673,0.011805376454270182,-0.7458341768185746,0.021829583100979964,-0.6660195105052225,-0.0031656892261715786,-0.011003285689508428
1610781476873294000,1.6838638955753236,0.011810953915329625,-0.745835433160841,0.021844888825620863,-0.6660180141628603,-0.0031709153028017575,-0.0110028761733943
1610781476883305000,1.683851894056508,0.01180861631682744,-0.7458314830202647,0.021852508200126016,-0.6660224985608608,-0.003179302855587607,-0.010987381029679687
1610781476893317000,1.6838513296571467,0.011811395716058442,-0.7458312404320137,0.021852654202368607,-0.6660226066174779,-0.003176302288401162,-0.01099556373741724
1610781476903329000,1.6838558218935602,0.011818776927901554,-0.7458326179991513,0.021857062722751813,-0.6660210563306298,-0.00317132502223604,-0.011012775906216929
1610781476913341200,1.6838633863431305,0.011826783521098427,-0.745835003115237,0.021860564647042256,-0.6660182946594688,-0.0031649543101656325,-0.011032864794731024
