time,yaw,qx,qz,roll,qw,qy,pitch
1610458300676657700,1.8970445548675676,0.1087376001684735,0.7935425842303312,0.08116420592120939,0.5571813280264232,0.21912412296384015,0.48809225485354346
1610458300686670600,1.899294590484362,0.10716429730017901,0.7940458872898251,0.08906640000093788,0.5548591505800399,0.22391566684005387,0.49441956955766125
1610458300696684500,1.9026708323967787,0.10531430943367193,0.7949263810504715,0.09646833739607598,0.5522198537194608,0.22815368627969523,0.49956537431825215
1610458300706697700,1.9065487102283964,0.10400920549643394,0.7958887174952334,0.10180311686635855,0.5496602447302169,0.23155300224630895,0.5039866050721209
1610458300716711400,1.9094469536451735,0.10280761830167716,0.796561410680142,0.10730201809891836,0.5474324764363688,0.23502796670725182,0.5086388691811646
1610458300726724600,1.911708119282923,0.09839937877557081,0.7974804142030051,0.1207758010987034,0.5445177708188566,0.24050548622034335,0.5129586480507179
1610458300736738600,1.916135195817343,0.0915969845055315,0.7991736900597683,0.13992696782503722,0.5399321470913551,0.24779999498306793,0.5178150200949115
1610458300746751500,1.9244296649606378,0.08238709740339188,0.8019900960232558,0.16426528735325172,0.532965161246711,0.2568506928442418,0.5233705397545565
1610458300756765700,1.9379688862846813,0.07037846860628957,0.8062502935157937,0.19339225948686012,0.5231372160165891,0.2670855672470094,0.5285836829865228
1610458300766778400,1.9573839170717677,0.055853870657072216,0.8119636724754216,0.22554229875703813,0.5104436093113699,0.2775653902245317,0.5325902512215491
1610458300776791600,1.9803201102508652,0.039383707661264644,0.8184132207704876,0.25908575377147103,0.4961665228614034,0.2871717557160217,0.5341760842599973
1610458300786805500,2.0002439689594222,0.025260714836387203,0.8238796456608531,0.2849624982468047,0.48451095060995375,0.2929732261878811,0.531964723208616
1610458300796818400,2.0072447921930685,0.01696779344412791,0.8262126521792386,0.29784670939571173,0.48065312302437024,0.293355261423678,0.5248219236086276
1610458300806832600,1.998698648395628,0.010392921688067451,0.8251260146011254,0.3078617893030096,0.48446565712053435,0.29043411198633484,0.5113551636874122
1610458300816845600,1.980114327016556,0.003655652252414524,0.8217367395482561,0.31860598982151667,0.49291685353506054,0.28595162046437694,0.49332583082356063
1610458300826859500,1.9621823797791031,-0.004948587316058505,0.8183517635897044,0.33242420156892466,0.5008631872962113,0.2818012746324768,0.4737966767544115
1610458300836872700,1.9502490872652007,-0.016070785416685947,0.8161842898896232,0.3502269663161951,0.5058064054722801,0.2788275077373984,0.4543650232699998
1610458300846886700,1.942248291714033,-0.02926217464301311,0.8146722051903336,0.3720359598791405,0.5085595654412298,0.27716447746272155,0.43546635010857526
1610458300856899600,1.9350813123319166,-0.04314907196363803,0.813013018129417,0.3957558132119955,0.5106541762369937,0.2763698010938899,0.4173244535505887
1610458300866912500,1.9291253627095248,-0.05684093404977064,0.8113790934786984,0.4185773373399739,0.5124232356422133,0.27541897650109365,0.3992041235237405
1610458300876926700,1.925007124570768,-0.07006556658035662,0.8101052557667675,0.4374285743093793,0.5144617894101204,0.2723037115884962,0.37803746812352307
1610458300886939600,1.9214397910156873,-0.08306732235652989,0.8089760660516954,0.4505393735148774,0.5180599363333337,0.2650876057216041,0.34992925791014784
1610458300896953600,1.9169186371590599,-0.09741543848483673,0.8073757020644613,0.46145522837832825,0.523441243485482,0.25429120484977663,0.31375718007753284
1610458300906966800,1.90976095283341,-0.11305381247591041,0.8045612099501569,0.47299916879938403,0.5303816421226029,0.2420652538371276,0.2729665087063007
1610458300916980500,1.8978908400108268,-0.12784673681205333,0.7999425202934344,0.48534140586027735,0.5387524067442788,0.2312855692927322,0.23441584644854738
