time,altitude,speedAccuracy,bearingAccuracy,latitude,longitude,speed,bearing,horizontalAccuracy,verticalAccuracy
1610478844000754000,18.6077659518264,0.18202249876299126,16.085444833005937,32.117936826777125,34.787315661545236,0.2969462275505066,53.118487869690505,4.7361278346452,4.952429542414695
1610478852000754000,18.6077659518264,0.18202249876299126,16.085444833005937,32.117936826777125,34.787315661545236,0.2969462275505066,53.118487869690505,4.7361278346452,4.952429542414695
1610478866418025000,18.607765197753906,-1,-1,32.11796722144045,34.78736326288777,-1,-1,206.36137991358518,12.392139434814453
1610478866731922200,18.478729248046875,-1,-1,32.11772019041233,34.78715031890637,-1,-1,65,10
1610478868589968000,18.05026626586914,-1,-1,32.117774730695025,34.78715975903926,-1,-1,65,10
1610478869348645000,19.175611763905565,3.224378827016171,84.63500794400868,32.11787726223899,34.78724877747526,1.1231822967529297,198.20216460501254,61.8234590654107,5.18025968896612
1610478870298650600,19.167211914356045,1.8111434550907906,86.11518841516747,32.11785221762101,34.78729292542278,0.8180637359619141,150.69465885802293,46.31233820108784,5.017191729770494
1610478871248656100,19.161928003795985,1.4233255545364356,74.98637063905018,32.11785460802099,34.78730373752869,0.8143792152404785,164.86991710267313,36.26411072221275,5.073414633762865
1610478872198660900,19.159664294986428,1.2679151835818445,68.21664107325518,32.117847815264156,34.787311161525224,0.8050802946090698,173.95127601751346,31.433543340458694,5.188417470501459
1610478873148041700,19.15991082237006,1.0353909650340685,53.70320040784259,32.11784208946512,34.78731755439615,0.8367276787757874,176.62008053251677,26.045070057004843,5.209624552229344
1610478874098046200,19.1580754255438,1.0034150712015368,49.582524831852865,32.11783485736613,34.787329149589496,0.8367276787757874,187.21720287854282,23.16911517382548,5.25981843593413
1610478875048044300,19.15392573692217,0.9520445314736654,53.09590565415731,32.117816913290994,34.787353209509206,0.8367276787757874,182.77935136907777,20.931448336988478,5.258428602172832
1610478876001044200,19.147308116318975,0.9996513247724225,55.1401311929327,32.11779787621269,34.78735995495443,0.7509927749633789,181.85905019671233,19.619278618995317,5.502816137129927
1610478877001036300,19.142949833138687,0.9808900504075011,57.579153690481434,32.117791843833736,34.787354697345954,0.7297343015670776,179.11232418506927,18.13182012158279,5.567628692586138
1610478878001035300,19.139980756325002,0.8501126006732554,44.155355466414946,32.11777829691463,34.787356818667284,0.7913721203804016,172.89417960431737,16.251242962937855,5.580342762799682
1610478879001026300,19.137348771351434,0.7357723131858681,38.42913441554662,32.11777488274131,34.787353659937295,0.7297343015670776,172.80558041861602,15.078691520596026,5.641484368842205
1610478880001024800,19.13734882324934,0.7357723132120348,38.42913441554736,32.11776835382002,34.78735462832567,0.7297343015670726,172.80558093347065,15.957393157879379,7.0556670060287905
1610478881001016600,19.13179180584848,0.7431886046154129,31.120072923285335,32.11776008086835,34.78734863656665,0.7913721203803955,186.96284846290789,15.713334353643186,7.5836638101722205
1610478882001012200,19.130059963092208,0.7334449417851465,28.428254110834303,32.11774937879488,34.78734156582367,0.8491964340209885,190.67464952724876,15.500443014557664,8.009812709892124
1610478883000999000,19.131201391108334,0.7186018149599923,10.230837982154672,32.1177411043977,34.78733855210188,0.8148458600044185,192.17113141217453,15.345620446932296,8.302575889071557
1610478884000993000,19.13296900410205,0.7186018149677261,12.042515275360078,32.117724339706704,34.787336887125534,0.9049901962280181,207.01466325177313,15.123978664496303,8.699776011539582
1610478885000980500,19.125662219710648,0.7186018149598526,14.883915060194832,32.11771038489507,34.78733836177231,0.8148458600044185,185.6616896934956,14.977435354039484,8.9497074539153
1610478886000972800,19.11850059684366,0.7186018149547118,16.95262450604494,32.11769960022828,34.787335594585855,0.7468075156211801,185.69733684577008,14.881161439772377,9.108889476688727
