time,yaw,qx,qz,roll,qw,qy,pitch
1610458369552987400,-1.6041109910077154,0.15546751568475833,-0.7003977164254398,-0.03364565166178484,0.6718150230672768,-0.1842210448209392,0.48583491300640885
1610458369563000300,-1.603477361868025,0.15505519255948355,-0.700298388263293,-0.03335865667896696,0.6722139173898769,-0.18349003235085523,0.48414982738643675
1610458369573012200,-1.6027077681266344,0.15478718004373196,-0.7001194132102841,-0.03344871464406039,0.6725556059793025,-0.1831462454677362,0.4832443420808229
1610458369583025400,-1.6019330173842088,0.15470213716110548,-0.6998964921578411,-0.03329996149758219,0.6728950590084447,-0.18282334352829632,0.4826312064070295
1610458369593038300,-1.601370195043466,0.15472158758539256,-0.6997182319191232,-0.03261501345821843,0.673225560523272,-0.18227147737754545,0.4818309080829015
1610458369603051500,-1.6010396255262556,0.15472651203363166,-0.6996185644485013,-0.031514707270855265,0.6735482261054107,-0.18145602727403737,0.4806228447286079
1610458369613064200,-1.6008239536502393,0.15459448345644083,-0.6995870494954484,-0.030458091243763957,0.6738546720530146,-0.18055036215652587,0.4790877475267912
1610458369623077400,-1.6005438134579575,0.15441088515258172,-0.6995455812334361,-0.02970924314616098,0.6741417955740977,-0.17979484416041322,0.47770132047709823
1610458369633089300,-1.6000895273831666,0.15432335280815762,-0.6994255870505793,-0.02910352312967829,0.6744425406606502,-0.1792077363558289,0.4766998170970123
1610458369643101200,-1.5994709351497354,0.15436778247369523,-0.6992227883281606,-0.028429665870025395,0.6747823852536854,-0.17868068356349975,0.4759741476871706
1610458369653114400,-1.5988223962467634,0.1545418940565127,-0.6989811981162265,-0.027475252976894765,0.6751497803045694,-0.17808642360482338,0.47533459572888026
1610458369663127300,-1.5982256196518179,0.154824125719064,-0.6987316557300853,-0.026240534961915956,0.6755196054955444,-0.17741675857120234,0.47473961770168677
1610458369673140200,-1.597624245211682,0.1551071570256992,-0.6984796391370681,-0.025116260917205726,0.6758706238720544,-0.17682395230673079,0.4742604016971878
1610458369683153400,-1.597004615717297,0.15533535526837872,-0.6982320327333417,-0.024533345992347872,0.6761462228482861,-0.17654809978262842,0.47417194215194036
1610458369693166300,-1.5964021390448677,0.15535866354944383,-0.6980358643336424,-0.024410257888114337,0.676385854536895,-0.17638539170680967,0.47395789600788696
1610458369703178500,-1.5958357896911266,0.15526174696576778,-0.6978788427387383,-0.02438945836036359,0.6766243488406191,-0.1761772565634536,0.4735050817571814
1610458369713191200,-1.595236672014708,0.15521973716497056,-0.6976985461473055,-0.024335742490231498,0.6768668211346249,-0.17599691380843108,0.4731716686468846
1610458369723204400,-1.5945259767186037,0.15537359411081292,-0.6974374015208504,-0.02413406646387498,0.6771271898751223,-0.175894828828591,0.4732333159805501
1610458369733217300,-1.593645380489955,0.1557315178140359,-0.6970750102021401,-0.023742844428002452,0.6774321020748301,-0.17584051809977408,0.4736563323644669
1610458369743230500,-1.5926318475030683,0.15616436495861247,-0.696652206448999,-0.023424889868210164,0.6777542133609237,-0.1758906395919652,0.47433989047707115
1610458369753243400,-1.5916349069385654,0.15663662441038498,-0.6962243336145794,-0.0233314227609751,0.6780206427541541,-0.17613849205402873,0.47537234372309256
1610458369763256300,-1.5907379155394832,0.15715055296827443,-0.6958174560039319,-0.02346308671934541,0.6781990699951562,-0.17660056871783536,0.47678176907326214
1610458369773268200,-1.5900255672275034,0.15782500578886652,-0.6954312136100078,-0.02359817474409225,0.6782672003996919,-0.17725787546548277,0.4787120284013985
1610458369783281400,-1.5895891977268337,0.15872215791655284,-0.695080000970534,-0.02356042623524012,0.678205862662062,-0.17806708391691858,0.4811899565709906
1610458369793294300,-1.5892896224701787,0.15975648096990222,-0.6947382801431873,-0.023580106221606844,0.6780470532886865,-0.1790774410058823,0.4841641363999862
1610458369803307300,-1.5891552643667586,0.16079835482745838,-0.6944450811907799,-0.023795376160689236,0.6777882665543218,-0.18025815078626917,0.48740341131196463
1610458369813320400,-1.5892186646476794,0.16182140858456454,-0.6942172386187297,-0.024086808253888606,0.6774451302735134,-0.1815060677946847,0.4907182845747681
