time,altitude,speedAccuracy,bearingAccuracy,latitude,longitude,speed,bearing,horizontalAccuracy,verticalAccuracy
1610478931548210200,18.139699935913086,-1,-1,32.117823120008076,34.78716168352266,-1,-1,65,10
1610478935204452000,18.139699935913086,-1,-1,32.117823120008076,34.78716168352266,-1,-1,65,10
1610478935209316900,18.038471221923828,-1,-1,32.11786466037792,34.78711723097604,-1,-1,65,10
1610478935209316900,17.946081161499023,-1,-1,32.117890028542874,34.78709463503449,-1,-1,65,10
1610478935615424300,17.803569793701172,-1,-1,32.11779224344071,34.78709913790238,-1,-1,65,10
1610478936279111000,17.60379750971522,11.94185497635226,96.67439261493894,32.11767313383558,34.78710881102549,1.057411789894104,11.242606692418319,39.176619334881714,17.53720450941529
1610478937279117600,19.15516534190165,3.517120915157884,98.75756763158041,32.117685092789664,34.787134964189846,1.3520112037658691,14.726599727242528,35.872187956489284,5.808746777576857
1610478938229123000,19.163364938329487,1.6899083219123916,55.07651524755469,32.11771296319577,34.787168675807926,1.2599319219589233,4.881670698532459,26.013682764062946,5.653821644532918
1610478939179127800,19.16744454228654,1.0696973284454128,37.20696215583917,32.1177494183179,34.78719518375197,1.2599319219589233,9.542059745820008,19.066000204481643,5.54505465504856
1610478940129134300,19.17658220372514,0.7416336048109533,31.671656546356825,32.11777424508727,34.78722367283984,1.154642105102539,19.919751808364264,14.35088748736954,5.350575994256073
1610478941079139600,19.16647329838895,0.6465843908892188,22.851569369091063,32.117780845429834,34.787242045005065,1.0537818670272827,12.333748179834911,12.094033887039961,5.2907182280082585
1610478942029179100,19.16961941810367,0.5694530056404766,24.557004531377846,32.11780369222516,34.787234927289674,1.0537818670272827,0.45660075459885313,10.310547439146859,5.298085235254215
1610478943000187600,19.194958907950003,0.42360837159543224,18.017802125165606,32.11783487301375,34.78723967372979,0.9667022228240967,3.8526624858148564,8.323872920305341,5.16866783029904
1610478944000191700,19.2372949812302,0.5101836544007361,18.074715631755957,32.11784340053968,34.78726878669154,0.9667022228240967,23.235579006986555,11.00894950204546,7.875828984067247
1610478945000200000,19.251724549140825,0.39662086133715,14.191729533377504,32.117855452917894,34.78727646691743,1.052485466003418,19.713650983283628,6.725614028978837,5.5743343953816655
1610478946000201200,19.254409691740094,0.40189566688569434,13.431493737184384,32.11786556760889,34.787277695186916,1.01194429397583,16.740815914995036,6.270409930708796,5.285234252929453
1610478947000206600,19.253970069026828,0.3304457745372258,10,32.11787643546464,34.78727643865517,1.090205430984497,13.639069256126529,5.8980904182460705,5.213624030483841
1610478948000204500,19.135623386226932,0.16859313377689308,10,32.117888962858835,34.7872828683374,1.090205430984497,5.460603889566231,6.174701128492069,5.648705680464853
1610478949000205600,19.135623491369188,0.7186018149862969,10.000000000004086,32.1178987496955,34.78728396765403,1.090205430984481,5.460604474032331,13.958374846152351,10.46826656851077
1610478950000200000,19.259642261080444,0.7186018149979478,9.999999999998154,32.1179122525754,34.78728810591693,1.1923093795776156,8.586067552359419,13.987373949619355,10.429487201612972
1610478951000197600,19.40468603093177,0.7186018149997808,10.00000000000465,32.11792772822563,34.78728790998987,1.207435727119424,3.831787574152527,13.945241479557357,10.485755736804661
1610478952000189200,19.14187983237207,0.7186018149854473,9.999999999995895,32.11793402312556,34.78729211427323,1.082663178443893,10.166047827762624,13.948584436185477,10.4813083878733
