time,yaw,qx,qz,roll,qw,qy,pitch
1610781594848821800,-0.092396476388984,-0.4986965565847434,-0.49464695419893034,1.6562823169859517,-0.5047338999297517,-0.5018664410568933,1.557494254433921
1610781594858833700,-0.09238620515519831,-0.49869424535896745,-0.49464646569486426,1.656275154037849,-0.5047341765906606,-0.5018689273901797,1.5574876565097002
1610781594868845600,-0.09195363087160335,-0.4986919967179143,-0.4946524924136813,1.6558499145381562,-0.5047313616784984,-0.50186801104202,1.5574925579487884
1610781594878857700,-0.09199087738170644,-0.49869356285907196,-0.4946574607985483,1.65589598244804,-0.5047267721780067,-0.501866211935232,1.5575083916304922
1610781594888870400,-0.09240491239421945,-0.4986925631918621,-0.49465752718822936,1.6563156548245623,-0.5047238219991885,-0.5018700740358394,1.5575035676616178
1610781594898882600,-0.09228519519565911,-0.4986917363520556,-0.49465457969510496,1.6561861565437865,-0.5047271857026915,-0.5018703509113545,1.5574912090992041
1610781594908894500,-0.09065265637345778,-0.4986844060612207,-0.49465797400816447,1.6545514107654589,-0.5047343108473232,-0.5018670862643164,1.5574824966797307
1610781594918906400,-0.0893134117290028,-0.49867755134040104,-0.4946653614672121,1.6532276285036074,-0.5047359395140758,-0.5018650495612077,1.5574903711794776
1610781594928918500,-0.09030223150817059,-0.4986840451953386,-0.4946638889591231,1.6542174579086943,-0.5047313125018539,-0.5018647694198726,1.557504310796715
1610781594938930400,-0.08950896845581126,-0.4986841022409621,-0.49466650833592296,1.6534156546898933,-0.5047342287770785,-0.5018591602295406,1.5575077701381406
1610781594948942600,-0.08988575503716004,-0.49868282349830656,-0.49466017218656533,1.6537854483737848,-0.5047373275991085,-0.5018635130291954,1.5574887000974582
1610781594958954500,-0.0907317433813789,-0.4986829558549827,-0.49465396984026383,1.654625987096174,-0.5047372714621084,-0.5018694760156466,1.5574700307832308
1610781594968966400,-0.09094083400908973,-0.49868462095719834,-0.4946577512867287,1.6548344163832782,-0.5047325414644639,-0.5018687521094594,1.557473238279146
1610781594978978600,-0.09147948087816539,-0.49868934914844926,-0.49465577572782876,1.6553807997612826,-0.5047312942064417,-0.5018674674096782,1.557493899108391
1610781594988991500,-0.09193470435579865,-0.4986842332757363,-0.4946555608937801,1.6558546670021772,-0.5047279442534236,-0.5018761566212394,1.5574845262197257
1610781594999003600,-0.09277748190336679,-0.49868246381395664,-0.4946562565501374,1.6567087444389716,-0.5047214412966459,-0.5018836926446506,1.5574756446454505
1610781595009015600,-0.09360663998184132,-0.49868199395268353,-0.49465154157814345,1.6575418919448457,-0.5047201053904293,-0.5018901563509571,1.5574647744357282
1610781595019027500,-0.09409198331010907,-0.49867977955688336,-0.4946556683275907,1.658046819263575,-0.504712884305263,-0.5018955601423689,1.5574686053717548
1610781595029039600,-0.09359597024918792,-0.49868112852261187,-0.49465526515497454,1.6575439863614003,-0.5047167443030063,-0.5018907878851873,1.5574750261691102
1610781595039051500,-0.0931416368823909,-0.49867902739961195,-0.4946591096621252,1.6570960663126815,-0.5047161045168991,-0.5018897426349109,1.557479975742462
1610781595049063400,-0.09350720553694306,-0.49868320536796523,-0.4946593240387099,1.6574619801583519,-0.5047139050729981,-0.5018876535643101,1.5574929104725685
1610781595059075600,-0.09350496545219195,-0.49868168149248915,-0.49465896211915145,1.657446688570798,-0.5047139799998374,-0.5018892183769352,1.5574719766873186
1610781595069087500,-0.09284291247361895,-0.49867603694187324,-0.49465767090409724,1.65679261026187,-0.5047190842558386,-0.5018910674566224,1.557466439105197
1610781595079099600,-0.09197514827957444,-0.49867357287939934,-0.49465872533870137,1.655921827808811,-0.5047237231853431,-0.5018878310457742,1.557466130715814
1610781595089111600,-0.09207863017899402,-0.49867819862427853,-0.4946579881145643,1.6560213396938304,-0.5047241998626915,-0.5018835720539044,1.5574804947984389
1610781595099124500,-0.0919245090244687,-0.4986773770178087,-0.4946589415674535,1.6558622059064438,-0.5047242399099382,-0.501883313181021,1.5574738507180492
1610781595109136600,-0.09209494580782958,-0.49867921831405854,-0.4946522158812495,1.65602602339416,-0.5047294415539265,-0.5018829911052316,1.5574721203846509
1610781595119148500,-0.09285717882228203,-0.4986858003631221,-0.4946457744807842,1.6567703371288884,-0.5047308062261026,-0.5018813987912346,1.5574694541265373
1610781595129160700,-0.09285967762000313,-0.49868908048516053,-0.4946429693874293,1.6567534911074113,-0.5047336102860177,-0.5018779807411419,1.5574627614767782
1610781595139172600,-0.09424344935156477,-0.49869899850528093,-0.4946373798284173,1.6581255740523715,-0.5047303883854162,-0.5018768995005555,1.5574716296688997
1610781595149184500,-0.09624178936729627,-0.49871064585788755,-0.49463289776328023,1.6601155249801915,-0.504722202040302,-0.5018779538874211,1.5574818772704409
1610781595159196700,-0.09728874123320183,-0.49871367854088716,-0.49462947373204025,1.661161607526584,-0.5047185655501628,-0.5018819419201214,1.5574775588947725
1610781595169208600,-0.09795906869944547,-0.4987136720930116,-0.49462737775883614,1.6618391922185163,-0.5047159697598946,-0.5018866545168791,1.5574747417040111
1610781595179220500,-0.09740111227726948,-0.4987078819645575,-0.49462500463472137,1.6612794412054213,-0.5047212378193984,-0.5018894091207575,1.557456184087381
1610781595189232600,-0.09729183591746184,-0.4987088160985953,-0.4946150414989855,1.6611410445139334,-0.504731013297763,-0.5018883594680265,1.557430275947868
1610781595199245600,-0.09739693967206538,-0.49870651660389226,-0.4946158246375818,1.6612645275057965,-0.5047294361820084,-0.5018916135329117,1.55743857081177
1610781595209257700,-0.0964723447318609,-0.4987041043658819,-0.4946228185590616,1.6603477322322189,-0.5047291089996854,-0.5018874794063994,1.5574512533697809
1610781595219269600,-0.094776641502191,-0.49869980047488843,-0.4946291564826451,1.6586527054742162,-0.5047343615131156,-0.5018802642334399,1.5574601314583674
1610781595229281500,-0.0953286336556623,-0.49870467325761453,-0.4946293023762767,1.6591914080511743,-0.5047309379390795,-0.5018785698260168,1.5574582158623205
1610781595239293700,-0.09450568866507389,-0.49870334433286473,-0.4946360749563884,1.6583745727418564,-0.5047302131195743,-0.5018739722869298,1.5574721212603513
1610781595249305600,-0.09492951839765351,-0.49870679228871034,-0.49463587734264486,1.6587935462966414,-0.5047278769986232,-0.5018730516288632,1.5574752258986457
1610781595259317800,-0.09538132817365767,-0.4987032867932424,-0.49463038049480984,1.659249213800281,-0.5047294617660074,-0.5018803603769667,1.5574568336371346
1610781595269329700,-0.09401889489292782,-0.498695522693084,-0.49463329643518,1.6578910199577535,-0.5047351954148749,-0.5018794384721774,1.5574490427797658
1610781595279341600,-0.09338282280617295,-0.49869246460903793,-0.4946335554921339,1.6572499499834186,-0.5047389052883546,-0.5018784378047633,1.5574402967856693
1610781595289353700,-0.09329213056710717,-0.4986914169826668,-0.49462819011085274,1.6571674407461596,-0.5047444027597865,-0.5018794874631489,1.5574461660835177
1610781595299366400,-0.09241372866230013,-0.49868146439100264,-0.4946353570336438,1.6563131367455497,-0.5047428296138832,-0.5018839098034871,1.5574426254853249
1610781595309378600,-0.09303129081585994,-0.4986742527609736,-0.49463284646687233,1.6569406409477223,-0.5047401567867731,-0.5018960959017598,1.557411918256483
1610781595319390500,-0.09190779838085279,-0.49867234446053255,-0.4946348121896382,1.6558136590611474,-0.5047457901097434,-0.5018904471348051,1.5574176723748396
1610781595329402400,-0.09106888958354552,-0.498665380018979,-0.4946274522378462,1.6549661389482575,-0.5047574668369957,-0.5018928921101274,1.55739123308874
1610781595339414500,-0.0897750937657667,-0.49865717845189217,-0.494628774944033,1.653674140270682,-0.5047642052115919,-0.501892945041953,1.557377867579261
1610781595349426400,-0.09069224884148548,-0.4986580220280027,-0.49463196537369825,1.6546080262476912,-0.5047551830877535,-0.5018980402191301,1.5573850753631149
1610781595359438600,-0.0897251408875495,-0.49865376440938974,-0.4946327464528937,1.6536410137427278,-0.5047606166013596,-0.5018960722905752,1.557381945003941
1610781595369450500,-0.08990749049421895,-0.4986539771523589,-0.49463640033671524,1.6538337976234179,-0.5047560894429688,-0.5018968379009617,1.5573912620212593
1610781595379462400,-0.08925203569872203,-0.49865466342817166,-0.49463806688578743,1.6531610340018994,-0.5047589933957548,-0.501891445889857,1.5573858639802365
1610781595389474600,-0.08832817420952366,-0.4986552545002715,-0.49464237863006166,1.6522351042762196,-0.504761386002041,-0.5018842586163637,1.5574008360527536
1610781595399486500,-0.08696271667715624,-0.4986501035061847,-0.49464546861255987,1.6508650995621774,-0.5047672742502501,-0.5018803648744534,1.5573950059978432
1610781595409499600,-0.08613247859762986,-0.4986435833276778,-0.49465083496820744,1.6500422386355282,-0.5047673256099724,-0.5018814215650701,1.5573876053983944
1610781595419511600,-0.08663400479933814,-0.4986440698978509,-0.49465122961074665,1.6505569083705642,-0.5047636736146869,-0.5018843201108207,1.5573960195189194
1610781595429523500,-0.08655705100684634,-0.4986455190647493,-0.4946461086700193,1.6504695868425325,-0.5047690325475902,-0.5018825860441971,1.5573924118484839
1610781595439535600,-0.08696522661093115,-0.4986448380262791,-0.49464461990214914,1.6508814184214846,-0.5047675672133732,-0.5018861948014639,1.557386954275101
1610781595449547500,-0.0872124990435281,-0.4986474641396533,-0.49464753954574947,1.6511328087047206,-0.504763485116299,-0.5018848298605219,1.5573989237929582
1610781595459559400,-0.08872665417512769,-0.49864587256476467,-0.4946421043431804,1.6526567515994344,-0.5047580333548342,-0.5018971894101665,1.5573786123560656
1610781595469571600,-0.08932612571071655,-0.4986523716820439,-0.494639464163529,1.6532432093222766,-0.5047569956654298,-0.5018943474786042,1.557383413747774
1610781595479583500,-0.08982853761255037,-0.49865146139385846,-0.4946380048673494,1.6537522657979746,-0.504754845297594,-0.50189886045467,1.5573786606075395
