time,z,y,x
1610478857280950300,-40.68000030517578,16.85999870300293,0.7199999690055847
1610478857290950400,-41.21999740600586,16.979999542236328,0.7199999690055847
1610478857300949200,-41.099998474121094,16.739999771118164,0.8399999737739563
1610478857310948600,-41.279998779296875,16.559999465942383,0.8399999737739563
1610478857320947700,-40.68000030517578,16.85999870300293,1.0199999809265137
1610478857330946300,-40.439998626708984,16.799999237060547,0.8399999737739563
1610478857340945400,-40.31999969482422,16.3799991607666,0.5999999642372131
1610478857350944300,-40.20000076293945,16.19999885559082,0.7799999713897705
1610478857360943000,-39.84000015258789,16.139999389648438,1.0799999237060547
1610478857370942000,-38.939998626708984,15.179999351501465,1.1999999284744263
1610478857380940800,-38.81999969482422,14.75999927520752,1.8600000143051147
1610478857390939400,-38.459999084472656,13.979999542236328,1.9799998998641968
1610478857400938200,-38.63999938964844,13.679999351501465,1.9199999570846558
1610478857410937000,-39.23999786376953,13.679999351501465,2.2200000286102295
1610478857420936000,-39.65999984741211,13.859999656677246,1.7400000095367432
1610478857430934800,-39.36000061035156,13.920000076293945,1.9799998998641968
1610478857440933400,-39.779998779296875,13.380000114440918,2.0399999618530273
1610478857450932200,-39.84000015258789,13.859999656677246,2.3999998569488525
1610478857460931000,-39.47999954223633,13.799999237060547,2.5799999237060547
1610478857470929700,-39.65999984741211,13.380000114440918,2.2200000286102295
1610478857480928500,-39.23999786376953,13.799999237060547,2.1599998474121094
1610478857490927400,-39.23999786376953,13.4399995803833,1.5
1610478857500926000,-39,13.5,1.2599999904632568
1610478857510924800,-39,14.09999942779541,1.3199999332427979
1610478857520923600,-39,14.09999942779541,1.3799999952316284
1610478857530922200,-39.18000030517578,13.979999542236328,1.7999999523162842
1610478857540921000,-39.65999984741211,13.979999542236328,1.7400000095367432
1610478857550920000,-39.599998474121094,13.979999542236328,1.6799999475479126
1610478857560918500,-39.84000015258789,13.679999351501465,1.6200000047683716
1610478857570917400,-39.41999816894531,13.799999237060547,1.5
1610478857580916000,-39.65999984741211,13.679999351501465,2.1599998474121094
1610478857590914800,-39.71999740600586,13.380000114440918,1.6799999475479126
1610478857600913400,-39.29999923706055,13.079999923706055,1.6200000047683716
1610478857610912300,-39.779998779296875,12.719999313354492,2.1599998474121094
1610478857620910800,-39.29999923706055,12.539999961853027,1.9799998998641968
1610478857630909700,-39.71999740600586,11.880000114440918,2.5799999237060547
1610478857640908300,-40.07999801635742,11.639999389648438,2.93999981880188
1610478857650907100,-40.07999801635742,11.15999984741211,2.4600000381469727
1610478857660906000,-40.619998931884766,10.619999885559082,2.0399999618530273
1610478857670904600,-40.2599983215332,10.260000228881836,1.9799998998641968
1610478857680903200,-40.5,10.319999694824219,1.4399999380111694
1610478857690902000,-40.439998626708984,9.960000038146973,1.6200000047683716
1610478857700900900,-40.20000076293945,10.079999923706055,2.0399999618530273
1610478857710899500,-40.79999923706055,10.199999809265137,1.6200000047683716
1610478857720898300,-40.86000061035156,9.779999732971191,2.2200000286102295
1610478857730897000,-41.15999984741211,10.079999923706055,2.5199999809265137
1610478857740895700,-41.52000045776367,9.84000015258789,2.4600000381469727
1610478857750894300,-41.15999984741211,9.719999313354492,2.93999981880188
1610478857760893200,-41.39999771118164,9.960000038146973,3
1610478857770892000,-41.15999984741211,9.84000015258789,2.700000047683716
1610478857780890600,-41.279998779296875,9.539999961853027,2.5199999809265137
1610478857790889500,-41.57999801635742,9.479999542236328,2.6399998664855957
1610478857800888300,-41.70000076293945,9.359999656677246,2.879999876022339
1610478857810887000,-42.18000030517578,8.9399995803833,3.299999952316284
1610478857820885800,-41.87999725341797,8.760000228881836,3.6599998474121094
1610478857830884600,-42.119998931884766,8.819999694824219,3.8999998569488525
1610478857840883200,-42,8.579999923706055,3.7200000286102295
1610478857850882000,-41.63999938964844,8.880000114440918,3.7799999713897705
1610478857860880600,-41.57999801635742,9.300000190734863,3.8399999141693115
1610478857870879500,-41.15999984741211,9.719999313354492,3.8999998569488525
1610478857880878300,-40.68000030517578,9.779999732971191,3.8999998569488525
1610478857890877000,-40.5,9.479999542236328,3.8999998569488525
1610478857900875800,-40.5,9.899999618530273,4.139999866485596
1610478857910874600,-40.79999923706055,9.239999771118164,4.079999923706055
1610478857920873200,-40.97999954223633,9.65999984741211,4.079999923706055
1610478857930872000,-40.73999786376953,9.960000038146973,3.8999998569488525
1610478857940870700,-41.040000915527344,9.420000076293945,3.9599997997283936
1610478857950869500,-41.099998474121094,9.719999313354492,4.380000114440918
