time,qz,qy,qx,qw,roll,pitch,yaw
1610478857110964200,-0.739683985710144,-0.11821900308132172,0.10235200077295303,0.6545339822769165,-0.003512181807309389,-0.3140101134777069,1.6922348737716675
1610478857120964400,-0.7396489977836609,-0.11841999739408493,0.10291700065135956,0.6544479727745056,-0.00289716012775898,-0.3150732219219208,1.692413330078125
1610478857130963200,-0.7579699754714966,-0.11511000245809555,0.11184199899435043,0.6322349905967712,0.02529040537774563,-0.3214268982410431,1.7552911043167114
1610478857140962600,-0.7566009759902954,-0.11237700283527374,0.11870100349187851,0.6331139802932739,0.03941034525632858,-0.3261006474494934,1.7545274496078491
1610478857150962400,-0.7567790150642395,-0.11230900138616562,0.11818200349807739,0.633010983467102,0.03873024135828018,-0.3253149092197418,1.754792332649231
1610478857160961800,-0.7569079995155334,-0.11215899884700775,0.11755599826574326,0.6330010294914246,0.03795110434293747,-0.32426717877388,1.7548288106918335
1610478857170961000,-0.7570940256118774,-0.11193200200796127,0.11697699874639511,0.6329249739646912,0.03737913817167282,-0.3231567144393921,1.7550725936889648
1610478857180960300,-0.7572389841079712,-0.11173699796199799,0.11646799743175507,0.6328799724578857,0.03686060756444931,-0.322189062833786,1.7552282810211182
1610478857190959400,-0.7573729753494263,-0.11167500168085098,0.11595500260591507,0.6328259706497192,0.03616004437208176,-0.3214239776134491,1.7553597688674927
1610478857200958500,-0.7575259804725647,-0.11182300001382828,0.11549899727106094,0.6326990127563477,0.03529692813754082,-0.32105714082717896,1.755608081817627
1610478857210957600,-0.7576509714126587,-0.11234299838542938,0.11505399644374847,0.6325389742851257,0.033962953835725784,-0.3212847411632538,1.7558081150054932
1610478857220956700,-0.7577790021896362,-0.11325299739837646,0.11462900042533875,0.6323000192642212,0.03216714784502983,-0.32214435935020447,1.7560687065124512
1610478857230955800,-0.7579200267791748,-0.11447799950838089,0.11432699859142303,0.6319649815559387,0.030180595815181732,-0.32365262508392334,1.7564736604690552
1610478857240954600,-0.7580559849739075,-0.11578799784183502,0.11428099870681763,0.6315720081329346,0.028507571667432785,-0.32562491297721863,1.7570183277130127
1610478857250953700,-0.7582070231437683,-0.1170559972524643,0.11443699896335602,0.6311269998550415,0.02723265439271927,-0.32779258489608765,1.7577264308929443
1610478857260952800,-0.7583709955215454,-0.11809699982404709,0.11473999917507172,0.6306819915771484,0.02649867720901966,-0.3297976553440094,1.7585399150848389
1610478857270952000,-0.7585560083389282,-0.11885400116443634,0.11501000076532364,0.6302679777145386,0.026084743440151215,-0.33131739497184753,1.7593767642974854
1610478857280951000,-0.7587779760360718,-0.11934500187635422,0.11514200270175934,0.6298829913139343,0.025801368057727814,-0.33224353194236755,1.7602288722991943
1610478857290950400,-0.7590659856796265,-0.11959800124168396,0.1149900034070015,0.6295170187950134,0.02538437210023403,-0.33243095874786377,1.761107325553894
1610478857300949500,-0.7593860030174255,-0.1196260005235672,0.11470100283622742,0.6291769742965698,0.025043616071343422,-0.33208954334259033,1.7619892358779907
1610478857310948600,-0.759706974029541,-0.11946199834346771,0.11438699811697006,0.6288790106773376,0.024904608726501465,-0.33141711354255676,1.762839436531067
1610478857320947700,-0.7599740028381348,-0.11918000131845474,0.11410800367593765,0.6286600232124329,0.02494412288069725,-0.33060750365257263,1.7635223865509033
